"","TAX","GOV","TIME_FORMAT","obsTime","obsValue"
"15464","2100","SOCSEC","P1Y","1984",99371
"15465","2100","SOCSEC","P1Y","1985",112114
"15466","2100","SOCSEC","P1Y","1986",122371
"15467","2100","SOCSEC","P1Y","1987",130806
"15468","2100","SOCSEC","P1Y","1988",145154
"15469","2100","SOCSEC","P1Y","1989",158245
"15470","2100","SOCSEC","P1Y","1990",173860
"15471","2100","SOCSEC","P1Y","1991",181678
"15472","2100","SOCSEC","P1Y","1992",190472
"15473","2100","SOCSEC","P1Y","1993",198423
"15474","2100","SOCSEC","P1Y","1994",211291
"15475","2100","SOCSEC","P1Y","1995",221800
"15476","2100","SOCSEC","P1Y","1996",233215
"15477","2100","SOCSEC","P1Y","1997",248771
"15478","2100","SOCSEC","P1Y","1998",266889
"15479","2100","SOCSEC","P1Y","1999",284523
"15480","2100","SOCSEC","P1Y","2000",305555
"15481","2100","SOCSEC","P1Y","2001",316461
"15482","2100","SOCSEC","P1Y","2002",323149
"15483","2100","SOCSEC","P1Y","2003",330258
"15484","2100","SOCSEC","P1Y","2004",347550
"15485","2100","SOCSEC","P1Y","2005",362829
"15486","2100","SOCSEC","P1Y","2006",383140
"15487","2100","SOCSEC","P1Y","2007",400941
"15488","2100","SOCSEC","P1Y","2008",413860
"15489","2100","SOCSEC","P1Y","2009",401110
"15490","2100","SOCSEC","P1Y","2010",406404
"15491","2100","SOCSEC","P1Y","2011",315702
"15492","2100","SOCSEC","P1Y","2012",327795
"15493","2100","SOCSEC","P1Y","2013",456777
"15494","2100","SOCSEC","P1Y","2014",478906
"15495","2100","SOCSEC","P1Y","2015",502663
"15496","2100","SOCSEC","P1Y","2016",517031
"15497","2100","SOCSEC","P1Y","2017",542924
"15498","2100","SOCSEC","P1Y","2018",567376.6
"15499","2100","NES","P1Y","1965",8459
"15500","2100","NES","P1Y","1966",10214
"15501","2100","NES","P1Y","1967",13401
"15502","2100","NES","P1Y","1968",14269
"15503","2100","NES","P1Y","1969",16602
"15504","2100","NES","P1Y","1970",19127
"15505","2100","NES","P1Y","1971",20307
"15506","2100","NES","P1Y","1972",22570
"15507","2100","NES","P1Y","1973",26825
"15508","2100","NES","P1Y","1974",31819
"15509","2100","NES","P1Y","1975",36382
"15510","2100","NES","P1Y","1976",38724
"15511","2100","NES","P1Y","1977",44585
"15512","2100","NES","P1Y","1978",50482
"15513","2100","NES","P1Y","1979",58170
"15514","2100","NES","P1Y","1980",67022
"15515","2100","NES","P1Y","1981",79355
"15516","2100","NES","P1Y","1982",87536
"15517","2100","NES","P1Y","1983",89918
"15518","2100","NES","P1Y","1984",99371
"15519","2100","NES","P1Y","1985",112114
"15520","2100","NES","P1Y","1986",122371
"15521","2100","NES","P1Y","1987",130806
"15522","2100","NES","P1Y","1988",145154
"15523","2100","NES","P1Y","1989",158245
"15524","2100","NES","P1Y","1990",173860
"15525","2100","NES","P1Y","1991",181678
"15526","2100","NES","P1Y","1992",190472
"15527","2100","NES","P1Y","1993",198423
"15528","2100","NES","P1Y","1994",211291
"15529","2100","NES","P1Y","1995",221800
"15530","2100","NES","P1Y","1996",233215
"15531","2100","NES","P1Y","1997",248771
"15532","2100","NES","P1Y","1998",266889
"15533","2100","NES","P1Y","1999",284523
"15534","2100","NES","P1Y","2000",305555
"15535","2100","NES","P1Y","2001",316461
"15536","2100","NES","P1Y","2002",323149
"15537","2100","NES","P1Y","2003",330258
"15538","2100","NES","P1Y","2004",347550
"15539","2100","NES","P1Y","2005",362829
"15540","2100","NES","P1Y","2006",383140
"15541","2100","NES","P1Y","2007",400941
"15542","2100","NES","P1Y","2008",413860
"15543","2100","NES","P1Y","2009",401110
"15544","2100","NES","P1Y","2010",406404
"15545","2100","NES","P1Y","2011",315702
"15546","2100","NES","P1Y","2012",327795
"15547","2100","NES","P1Y","2013",456777
"15548","2100","NES","P1Y","2014",478906
"15549","2100","NES","P1Y","2015",502663
"15550","2100","NES","P1Y","2016",517031
"15551","2100","NES","P1Y","2017",542924
"15552","2100","NES","P1Y","2018",567376.6
"15553","2200","SOCSEC","P1Y","1973",34208
"15554","2200","SOCSEC","P1Y","1974",40649
"15555","2200","SOCSEC","P1Y","1975",45241
"15556","2200","SOCSEC","P1Y","1976",49144
"15557","2200","SOCSEC","P1Y","1977",59136
"15558","2200","SOCSEC","P1Y","1978",67998
"15559","2200","SOCSEC","P1Y","1979",77959
"15560","2200","SOCSEC","P1Y","1980",87019
"15561","2200","SOCSEC","P1Y","1981",99978
"15562","2200","SOCSEC","P1Y","1982",108369
"15563","2200","SOCSEC","P1Y","1983",114817
"15564","2200","SOCSEC","P1Y","1984",134475
"15565","2200","SOCSEC","P1Y","1985",146562
"15566","2200","SOCSEC","P1Y","1986",154828
"15567","2200","SOCSEC","P1Y","1987",165392
"15568","2200","SOCSEC","P1Y","1988",180341
"15569","2200","SOCSEC","P1Y","1989",193664
"15570","2200","SOCSEC","P1Y","1990",204102
"15571","2200","SOCSEC","P1Y","1991",212383
"15572","2200","SOCSEC","P1Y","1992",224735
"15573","2200","SOCSEC","P1Y","1993",236060
"15574","2200","SOCSEC","P1Y","1994",251351
"15575","2200","SOCSEC","P1Y","1995",261805
"15576","2200","SOCSEC","P1Y","1996",272671
"15577","2200","SOCSEC","P1Y","1997",287645
"15578","2200","SOCSEC","P1Y","1998",305316
"15579","2200","SOCSEC","P1Y","1999",321429
"15580","2200","SOCSEC","P1Y","2000",343184
"15581","2200","SOCSEC","P1Y","2001",355673
"15582","2200","SOCSEC","P1Y","2002",363344.9
"15583","2200","SOCSEC","P1Y","2003",379152.2
"15584","2200","SOCSEC","P1Y","2004",404966.9
"15585","2200","SOCSEC","P1Y","2005",423936
"15586","2200","SOCSEC","P1Y","2006",442435.7
"15587","2200","SOCSEC","P1Y","2007",456602.4
"15588","2200","SOCSEC","P1Y","2008",465851
"15589","2200","SOCSEC","P1Y","2009",451349.7
"15590","2200","SOCSEC","P1Y","2010",461702.1
"15591","2200","SOCSEC","P1Y","2011",484720.7
"15592","2200","SOCSEC","P1Y","2012",505359.3
"15593","2200","SOCSEC","P1Y","2013",519063.7
"15594","2200","SOCSEC","P1Y","2014",539374.6
"15595","2200","SOCSEC","P1Y","2015",562306.8
"15596","2200","SOCSEC","P1Y","2016",574321.5
"15597","2200","SOCSEC","P1Y","2017",598240.7
"15598","2200","SOCSEC","P1Y","2018",623579.2
"15599","2200","NES","P1Y","1965",12703
"15600","2200","NES","P1Y","1966",14460
"15601","2200","NES","P1Y","1967",17750
"15602","2200","NES","P1Y","1968",18298
"15603","2200","NES","P1Y","1969",21067
"15604","2200","NES","P1Y","1970",23448
"15605","2200","NES","P1Y","1971",25093
"15606","2200","NES","P1Y","1972",28113
"15607","2200","NES","P1Y","1973",34208
"15608","2200","NES","P1Y","1974",40649
"15609","2200","NES","P1Y","1975",45241
"15610","2200","NES","P1Y","1976",49144
"15611","2200","NES","P1Y","1977",59136
"15612","2200","NES","P1Y","1978",67998
"15613","2200","NES","P1Y","1979",77959
"15614","2200","NES","P1Y","1980",87019
"15615","2200","NES","P1Y","1981",99978
"15616","2200","NES","P1Y","1982",108369
"15617","2200","NES","P1Y","1983",114817
"15618","2200","NES","P1Y","1984",134475
"15619","2200","NES","P1Y","1985",146562
"15620","2200","NES","P1Y","1986",154828
"15621","2200","NES","P1Y","1987",165392
"15622","2200","NES","P1Y","1988",180341
"15623","2200","NES","P1Y","1989",193664
"15624","2200","NES","P1Y","1990",204102
"15625","2200","NES","P1Y","1991",212383
"15626","2200","NES","P1Y","1992",224735
"15627","2200","NES","P1Y","1993",236060
"15628","2200","NES","P1Y","1994",251351
"15629","2200","NES","P1Y","1995",261805
"15630","2200","NES","P1Y","1996",272671
"15631","2200","NES","P1Y","1997",287645
"15632","2200","NES","P1Y","1998",305316
"15633","2200","NES","P1Y","1999",321429
"15634","2200","NES","P1Y","2000",343184
"15635","2200","NES","P1Y","2001",355673
"15636","2200","NES","P1Y","2002",363344.9
"15637","2200","NES","P1Y","2003",379152.2
"15638","2200","NES","P1Y","2004",404966.9
"15639","2200","NES","P1Y","2005",423936
"15640","2200","NES","P1Y","2006",442435.7
"15641","2200","NES","P1Y","2007",456602.4
"15642","2200","NES","P1Y","2008",465851
"15643","2200","NES","P1Y","2009",451349.7
"15644","2200","NES","P1Y","2010",461702.1
"15645","2200","NES","P1Y","2011",484720.7
"15646","2200","NES","P1Y","2012",505359.3
"15647","2200","NES","P1Y","2013",519063.7
"15648","2200","NES","P1Y","2014",539374.6
"15649","2200","NES","P1Y","2015",562306.8
"15650","2200","NES","P1Y","2016",574321.5
"15651","2200","NES","P1Y","2017",598240.7
"15652","2200","NES","P1Y","2018",623579.2
"15653","2300","SOCSEC","P1Y","1973",2371
"15654","2300","SOCSEC","P1Y","1974",3008
"15655","2300","SOCSEC","P1Y","1975",3416
"15656","2300","SOCSEC","P1Y","1976",3518
"15657","2300","SOCSEC","P1Y","1977",4014
"15658","2300","SOCSEC","P1Y","1978",4268
"15659","2300","SOCSEC","P1Y","1979",5033
"15660","2300","SOCSEC","P1Y","1980",5722
"15661","2300","SOCSEC","P1Y","1981",6040
"15662","2300","SOCSEC","P1Y","1982",7941
"15663","2300","SOCSEC","P1Y","1983",6756
"15664","2300","SOCSEC","P1Y","1984",8709
"15665","2300","SOCSEC","P1Y","1985",10468
"15666","2300","SOCSEC","P1Y","1986",11840
"15667","2300","SOCSEC","P1Y","1987",13987
"15668","2300","SOCSEC","P1Y","1988",17691
"15669","2300","SOCSEC","P1Y","1989",18504
"15670","2300","SOCSEC","P1Y","1990",19010
"15671","2300","SOCSEC","P1Y","1991",21159
"15672","2300","SOCSEC","P1Y","1992",22544
"15673","2300","SOCSEC","P1Y","1993",23691
"15674","2300","SOCSEC","P1Y","1994",24938
"15675","2300","SOCSEC","P1Y","1995",26871
"15676","2300","SOCSEC","P1Y","1996",27780
"15677","2300","SOCSEC","P1Y","1997",29088
"15678","2300","SOCSEC","P1Y","1998",30710
"15679","2300","SOCSEC","P1Y","1999",32566
"15680","2300","SOCSEC","P1Y","2000",34365
"15681","2300","SOCSEC","P1Y","2001",35798
"15682","2300","SOCSEC","P1Y","2002",37185
"15683","2300","SOCSEC","P1Y","2003",39076
"15684","2300","SOCSEC","P1Y","2004",41521
"15685","2300","SOCSEC","P1Y","2005",44645
"15686","2300","SOCSEC","P1Y","2006",47582
"15687","2300","SOCSEC","P1Y","2007",49814
"15688","2300","SOCSEC","P1Y","2008",50438
"15689","2300","SOCSEC","P1Y","2009",49919
"15690","2300","SOCSEC","P1Y","2010",49303
"15691","2300","SOCSEC","P1Y","2011",46729
"15692","2300","SOCSEC","P1Y","2012",47147
"15693","2300","SOCSEC","P1Y","2013",54258
"15694","2300","SOCSEC","P1Y","2014",58758
"15695","2300","SOCSEC","P1Y","2015",61141
"15696","2300","SOCSEC","P1Y","2016",62292
"15697","2300","SOCSEC","P1Y","2017",63288
"15698","2300","SOCSEC","P1Y","2018",65717.2
"15699","2300","NES","P1Y","1965",1030
"15700","2300","NES","P1Y","1966",927
"15701","2300","NES","P1Y","1967",1776
"15702","2300","NES","P1Y","1968",1544
"15703","2300","NES","P1Y","1969",1715
"15704","2300","NES","P1Y","1970",1942
"15705","2300","NES","P1Y","1971",1948
"15706","2300","NES","P1Y","1972",2033
"15707","2300","NES","P1Y","1973",2371
"15708","2300","NES","P1Y","1974",3008
"15709","2300","NES","P1Y","1975",3416
"15710","2300","NES","P1Y","1976",3518
"15711","2300","NES","P1Y","1977",4014
"15712","2300","NES","P1Y","1978",4268
"15713","2300","NES","P1Y","1979",5033
"15714","2300","NES","P1Y","1980",5722
"15715","2300","NES","P1Y","1981",6040
"15716","2300","NES","P1Y","1982",7941
"15717","2300","NES","P1Y","1983",6756
"15718","2300","NES","P1Y","1984",8709
"15719","2300","NES","P1Y","1985",10468
"15720","2300","NES","P1Y","1986",11840
"15721","2300","NES","P1Y","1987",13987
"15722","2300","NES","P1Y","1988",17691
"15723","2300","NES","P1Y","1989",18504
"15724","2300","NES","P1Y","1990",19010
"15725","2300","NES","P1Y","1991",21159
"15726","2300","NES","P1Y","1992",22544
"15727","2300","NES","P1Y","1993",23691
"15728","2300","NES","P1Y","1994",24938
"15729","2300","NES","P1Y","1995",26871
"15730","2300","NES","P1Y","1996",27780
"15731","2300","NES","P1Y","1997",29088
"15732","2300","NES","P1Y","1998",30710
"15733","2300","NES","P1Y","1999",32566
"15734","2300","NES","P1Y","2000",34365
"15735","2300","NES","P1Y","2001",35798
"15736","2300","NES","P1Y","2002",37185
"15737","2300","NES","P1Y","2003",39076
"15738","2300","NES","P1Y","2004",41521
"15739","2300","NES","P1Y","2005",44645
"15740","2300","NES","P1Y","2006",47582
"15741","2300","NES","P1Y","2007",49814
"15742","2300","NES","P1Y","2008",50438
"15743","2300","NES","P1Y","2009",49919
"15744","2300","NES","P1Y","2010",49303
"15745","2300","NES","P1Y","2011",46729
"15746","2300","NES","P1Y","2012",47147
"15747","2300","NES","P1Y","2013",54258
"15748","2300","NES","P1Y","2014",58758
"15749","2300","NES","P1Y","2015",61141
"15750","2300","NES","P1Y","2016",62292
"15751","2300","NES","P1Y","2017",63288
"15752","2300","NES","P1Y","2018",65717.2
"15753","2400","SOCSEC","P1Y","1973",0
"15754","2400","SOCSEC","P1Y","1974",0
"15755","2400","SOCSEC","P1Y","1975",0
"15756","2400","SOCSEC","P1Y","1976",0
"15757","2400","SOCSEC","P1Y","1977",0
"15758","2400","SOCSEC","P1Y","1978",0
"15759","2400","SOCSEC","P1Y","1979",0
"15760","2400","SOCSEC","P1Y","1980",0
"15761","2400","SOCSEC","P1Y","1981",0
"15762","2400","SOCSEC","P1Y","1982",0
"15763","2400","SOCSEC","P1Y","1983",0
"15764","2400","SOCSEC","P1Y","1984",0
"15765","2400","SOCSEC","P1Y","1985",0
"15766","2400","SOCSEC","P1Y","1986",0
"15767","2400","SOCSEC","P1Y","1987",0
"15768","2400","SOCSEC","P1Y","1988",0
"15769","2400","SOCSEC","P1Y","1989",0
"15770","2400","SOCSEC","P1Y","1990",0
"15771","2400","SOCSEC","P1Y","1991",0
"15772","2400","SOCSEC","P1Y","1992",0
"15773","2400","SOCSEC","P1Y","1993",0
"15774","2400","SOCSEC","P1Y","1994",0
"15775","2400","SOCSEC","P1Y","1995",0
"15776","2400","SOCSEC","P1Y","1996",0
"15777","2400","SOCSEC","P1Y","1997",0
"15778","2400","SOCSEC","P1Y","1998",0
"15779","2400","SOCSEC","P1Y","1999",0
"15780","2400","SOCSEC","P1Y","2000",0
"15781","2400","SOCSEC","P1Y","2001",0
"15782","2400","SOCSEC","P1Y","2002",0
"15783","2400","SOCSEC","P1Y","2003",0
"15784","2400","SOCSEC","P1Y","2004",0
"15785","2400","SOCSEC","P1Y","2005",0
"15786","2400","SOCSEC","P1Y","2006",0
"15787","2400","SOCSEC","P1Y","2007",0
"15788","2400","SOCSEC","P1Y","2008",0
"15789","2400","SOCSEC","P1Y","2009",0
"15790","2400","SOCSEC","P1Y","2010",0
"15791","2400","SOCSEC","P1Y","2011",0
"15792","2400","SOCSEC","P1Y","2012",0
"15793","2400","SOCSEC","P1Y","2013",0
"15794","2400","SOCSEC","P1Y","2014",0
"15795","2400","SOCSEC","P1Y","2015",0
"15796","2400","SOCSEC","P1Y","2016",0
"15797","2400","SOCSEC","P1Y","2017",0
"15798","2400","SOCSEC","P1Y","2018",0
"15799","2400","NES","P1Y","1965",0
"15800","2400","NES","P1Y","1966",0
"15801","2400","NES","P1Y","1967",0
"15802","2400","NES","P1Y","1968",0
"15803","2400","NES","P1Y","1969",0
"15804","2400","NES","P1Y","1970",0
"15805","2400","NES","P1Y","1971",0
"15806","2400","NES","P1Y","1972",0
"15807","2400","NES","P1Y","1973",0
"15808","2400","NES","P1Y","1974",0
"15809","2400","NES","P1Y","1975",0
"15810","2400","NES","P1Y","1976",0
"15811","2400","NES","P1Y","1977",0
"15812","2400","NES","P1Y","1978",0
"15813","2400","NES","P1Y","1979",0
"15814","2400","NES","P1Y","1980",0
"15815","2400","NES","P1Y","1981",0
"15816","2400","NES","P1Y","1982",0
"15817","2400","NES","P1Y","1983",0
"15818","2400","NES","P1Y","1984",0
"15819","2400","NES","P1Y","1985",0
"15820","2400","NES","P1Y","1986",0
"15821","2400","NES","P1Y","1987",0
"15822","2400","NES","P1Y","1988",0
"15823","2400","NES","P1Y","1989",0
"15824","2400","NES","P1Y","1990",0
"15825","2400","NES","P1Y","1991",0
"15826","2400","NES","P1Y","1992",0
"15827","2400","NES","P1Y","1993",0
"15828","2400","NES","P1Y","1994",0
"15829","2400","NES","P1Y","1995",0
"15830","2400","NES","P1Y","1996",0
"15831","2400","NES","P1Y","1997",0
"15832","2400","NES","P1Y","1998",0
"15833","2400","NES","P1Y","1999",0
"15834","2400","NES","P1Y","2000",0
"15835","2400","NES","P1Y","2001",0
"15836","2400","NES","P1Y","2002",0
"15837","2400","NES","P1Y","2003",0
"15838","2400","NES","P1Y","2004",0
"15839","2400","NES","P1Y","2005",0
"15840","2400","NES","P1Y","2006",0
"15841","2400","NES","P1Y","2007",0
"15842","2400","NES","P1Y","2008",0
"15843","2400","NES","P1Y","2009",0
"15844","2400","NES","P1Y","2010",0
"15845","2400","NES","P1Y","2011",0
"15846","2400","NES","P1Y","2012",0
"15847","2400","NES","P1Y","2013",0
"15848","2400","NES","P1Y","2014",0
"15849","2400","NES","P1Y","2015",0
"15850","2400","NES","P1Y","2016",0
"15851","2400","NES","P1Y","2017",0
"15852","2400","NES","P1Y","2018",0
"15853","3000","FED","P1Y","1973",0
"15854","3000","FED","P1Y","1974",0
"15855","3000","FED","P1Y","1975",0
"15856","3000","FED","P1Y","1976",0
"15857","3000","FED","P1Y","1977",0
"15858","3000","FED","P1Y","1978",0
"15859","3000","FED","P1Y","1979",0
"15860","3000","FED","P1Y","1980",0
"15861","3000","FED","P1Y","1981",0
"15862","3000","FED","P1Y","1982",0
"15863","3000","FED","P1Y","1983",0
"15864","3000","FED","P1Y","1984",0
"15865","3000","FED","P1Y","1985",0
"15866","3000","FED","P1Y","1986",0
"15867","3000","FED","P1Y","1987",0
"15868","3000","FED","P1Y","1988",0
"15869","3000","FED","P1Y","1989",0
"15870","3000","FED","P1Y","1990",0
"15871","3000","FED","P1Y","1991",0
"15872","3000","FED","P1Y","1992",0
"15873","3000","FED","P1Y","1993",0
"15874","3000","FED","P1Y","1994",0
"15875","3000","FED","P1Y","1995",0
"15876","3000","FED","P1Y","1996",0
"15877","3000","FED","P1Y","1997",0
"15878","3000","FED","P1Y","1998",0
"15879","3000","FED","P1Y","1999",0
"15880","3000","FED","P1Y","2000",0
"15881","3000","FED","P1Y","2001",0
"15882","3000","FED","P1Y","2002",0
"15883","3000","FED","P1Y","2003",0
"15884","3000","FED","P1Y","2004",0
"15885","3000","FED","P1Y","2005",0
"15886","3000","FED","P1Y","2006",0
"15887","3000","FED","P1Y","2007",0
"15888","3000","FED","P1Y","2008",0
"15889","3000","FED","P1Y","2009",0
"15890","3000","FED","P1Y","2010",0
"15891","3000","FED","P1Y","2011",0
"15892","3000","FED","P1Y","2012",0
"15893","3000","FED","P1Y","2013",0
"15894","3000","FED","P1Y","2014",0
"15895","3000","FED","P1Y","2015",0
"15896","3000","FED","P1Y","2016",0
"15897","3000","FED","P1Y","2017",0
"15898","3000","STATE","P1Y","1973",0
"15899","3000","STATE","P1Y","1974",0
"15900","3000","STATE","P1Y","1975",0
"15901","3000","STATE","P1Y","1976",0
"15902","3000","STATE","P1Y","1977",0
"15903","3000","STATE","P1Y","1978",0
"15904","3000","STATE","P1Y","1979",0
"15905","3000","STATE","P1Y","1980",0
"15906","3000","STATE","P1Y","1981",0
"15907","3000","STATE","P1Y","1982",0
"15908","3000","STATE","P1Y","1983",0
"15909","3000","STATE","P1Y","1984",0
"15910","3000","STATE","P1Y","1985",0
"15911","3000","STATE","P1Y","1986",0
"15912","3000","STATE","P1Y","1987",0
"15913","3000","STATE","P1Y","1988",0
"15914","3000","STATE","P1Y","1989",0
"15915","3000","STATE","P1Y","1990",0
"15916","3000","STATE","P1Y","1991",0
"15917","3000","STATE","P1Y","1992",0
"15918","3000","STATE","P1Y","1993",0
"15919","3000","STATE","P1Y","1994",0
"15920","3000","STATE","P1Y","1995",0
"15921","3000","STATE","P1Y","1996",0
"15922","3000","STATE","P1Y","1997",0
"15923","3000","STATE","P1Y","1998",0
"15924","3000","STATE","P1Y","1999",0
"15925","3000","STATE","P1Y","2000",0
"15926","3000","STATE","P1Y","2001",0
"15927","3000","STATE","P1Y","2002",0
"15928","3000","STATE","P1Y","2003",0
"15929","3000","STATE","P1Y","2004",0
"15930","3000","STATE","P1Y","2005",0
"15931","3000","STATE","P1Y","2006",0
"15932","3000","STATE","P1Y","2007",285
"15933","3000","STATE","P1Y","2008",269
"15934","3000","STATE","P1Y","2009",308
"15935","3000","STATE","P1Y","2010",2285
"15936","3000","STATE","P1Y","2011",1764
"15937","3000","STATE","P1Y","2012",1696
"15938","3000","STATE","P1Y","2013",1591
"15939","3000","STATE","P1Y","2014",1653
"15940","3000","STATE","P1Y","2015",1745
"15941","3000","STATE","P1Y","2016",1876
"15942","3000","STATE","P1Y","2017",2050
"15943","3000","STATE","P1Y","2018",2090.75
"15944","3000","LOCAL","P1Y","1973",0
"15945","3000","LOCAL","P1Y","1974",0
"15946","3000","LOCAL","P1Y","1975",0
"15947","3000","LOCAL","P1Y","1976",0
"15948","3000","LOCAL","P1Y","1977",0
"15949","3000","LOCAL","P1Y","1978",0
"15950","3000","LOCAL","P1Y","1979",0
"15951","3000","LOCAL","P1Y","1980",0
"15952","3000","LOCAL","P1Y","1981",0
"15953","3000","LOCAL","P1Y","1982",0
"15954","3000","LOCAL","P1Y","1983",0
"15955","3000","LOCAL","P1Y","1984",0
"15956","3000","LOCAL","P1Y","1985",0
"15957","3000","LOCAL","P1Y","1986",0
"15958","3000","LOCAL","P1Y","1987",0
"15959","3000","LOCAL","P1Y","1988",0
"15960","3000","LOCAL","P1Y","1989",0
"15961","3000","LOCAL","P1Y","1990",0
"15962","3000","LOCAL","P1Y","1991",0
"15963","3000","LOCAL","P1Y","1992",0
"15964","3000","LOCAL","P1Y","1993",0
"15965","3000","LOCAL","P1Y","1994",0
"15966","3000","LOCAL","P1Y","1995",0
"15967","3000","LOCAL","P1Y","1996",0
"15968","3000","LOCAL","P1Y","1997",0
"15969","3000","LOCAL","P1Y","1998",0
"15970","3000","LOCAL","P1Y","1999",0
"15971","3000","LOCAL","P1Y","2000",0
"15972","3000","LOCAL","P1Y","2001",0
"15973","3000","LOCAL","P1Y","2002",0
"15974","3000","LOCAL","P1Y","2003",0
"15975","3000","LOCAL","P1Y","2004",0
"15976","3000","LOCAL","P1Y","2005",0
"15977","3000","LOCAL","P1Y","2006",0
"15978","3000","LOCAL","P1Y","2007",0
"15979","3000","LOCAL","P1Y","2008",0
"15980","3000","LOCAL","P1Y","2009",0
"15981","3000","LOCAL","P1Y","2010",0
"15982","3000","LOCAL","P1Y","2011",0
"15983","3000","LOCAL","P1Y","2012",0
"15984","3000","LOCAL","P1Y","2013",0
"15985","3000","LOCAL","P1Y","2014",0
"15986","3000","LOCAL","P1Y","2015",0
"15987","3000","LOCAL","P1Y","2016",0
"15988","3000","LOCAL","P1Y","2017",0
"15989","3000","SOCSEC","P1Y","1973",0
"15990","3000","SOCSEC","P1Y","1974",0
"15991","3000","SOCSEC","P1Y","1975",0
"15992","3000","SOCSEC","P1Y","1976",0
"15993","3000","SOCSEC","P1Y","1977",0
"15994","3000","SOCSEC","P1Y","1978",0
"15995","3000","SOCSEC","P1Y","1979",0
"15996","3000","SOCSEC","P1Y","1980",0
"15997","3000","SOCSEC","P1Y","1981",0
"15998","3000","SOCSEC","P1Y","1982",0
"15999","3000","SOCSEC","P1Y","1983",0
"16000","3000","SOCSEC","P1Y","1984",0
"16001","3000","SOCSEC","P1Y","1985",0
"16002","3000","SOCSEC","P1Y","1986",0
"16003","3000","SOCSEC","P1Y","1987",0
"16004","3000","SOCSEC","P1Y","1988",0
"16005","3000","SOCSEC","P1Y","1989",0
"16006","3000","SOCSEC","P1Y","1990",0
"16007","3000","SOCSEC","P1Y","1991",0
"16008","3000","SOCSEC","P1Y","1992",0
"16009","3000","SOCSEC","P1Y","1993",0
"16010","3000","SOCSEC","P1Y","1994",0
"16011","3000","SOCSEC","P1Y","1995",0
"16012","3000","SOCSEC","P1Y","1996",0
"16013","3000","SOCSEC","P1Y","1997",0
"16014","3000","SOCSEC","P1Y","1998",0
"16015","3000","SOCSEC","P1Y","1999",0
"16016","3000","SOCSEC","P1Y","2000",0
"16017","3000","SOCSEC","P1Y","2001",0
"16018","3000","SOCSEC","P1Y","2002",0
"16019","3000","SOCSEC","P1Y","2003",0
"16020","3000","SOCSEC","P1Y","2004",0
"16021","3000","SOCSEC","P1Y","2005",0
"16022","3000","SOCSEC","P1Y","2006",0
"16023","3000","SOCSEC","P1Y","2007",0
"16024","3000","SOCSEC","P1Y","2008",0
"16025","3000","SOCSEC","P1Y","2009",0
"16026","3000","SOCSEC","P1Y","2010",0
"16027","3000","SOCSEC","P1Y","2011",0
"16028","3000","SOCSEC","P1Y","2012",0
"16029","3000","SOCSEC","P1Y","2013",0
"16030","3000","SOCSEC","P1Y","2014",0
"16031","3000","SOCSEC","P1Y","2015",0
"16032","3000","SOCSEC","P1Y","2016",0
"16033","3000","SOCSEC","P1Y","2017",0
"16034","3000","NES","P1Y","1965",0
"16035","3000","NES","P1Y","1966",0
"16036","3000","NES","P1Y","1967",0
"16037","3000","NES","P1Y","1968",0
"16038","3000","NES","P1Y","1969",0
"16039","3000","NES","P1Y","1970",0
"16040","3000","NES","P1Y","1971",0
"16041","3000","NES","P1Y","1972",0
"16042","3000","NES","P1Y","1973",0
"16043","3000","NES","P1Y","1974",0
"16044","3000","NES","P1Y","1975",0
"16045","3000","NES","P1Y","1976",0
"16046","3000","NES","P1Y","1977",0
"16047","3000","NES","P1Y","1978",0
"16048","3000","NES","P1Y","1979",0
"16049","3000","NES","P1Y","1980",0
"16050","3000","NES","P1Y","1981",0
"16051","3000","NES","P1Y","1982",0
"16052","3000","NES","P1Y","1983",0
"16053","3000","NES","P1Y","1984",0
"16054","3000","NES","P1Y","1985",0
"16055","3000","NES","P1Y","1986",0
"16056","3000","NES","P1Y","1987",0
"16057","3000","NES","P1Y","1988",0
"16058","3000","NES","P1Y","1989",0
"16059","3000","NES","P1Y","1990",0
"16060","3000","NES","P1Y","2000",0
"16061","3000","NES","P1Y","2007",285
"16062","3000","NES","P1Y","2008",269
"16063","3000","NES","P1Y","2009",308
"16064","3000","NES","P1Y","2010",2285
"16065","3000","NES","P1Y","2011",1764
"16066","3000","NES","P1Y","2012",1696
"16067","3000","NES","P1Y","2013",1591
"16068","3000","NES","P1Y","2014",1653
"16069","3000","NES","P1Y","2015",1745
"16070","3000","NES","P1Y","2016",1876
"16071","3000","NES","P1Y","2017",2050
"16072","3000","NES","P1Y","2018",2090.75
"16073","4000","FED","P1Y","1973",4986
"16074","4000","FED","P1Y","1974",5097
"16075","4000","FED","P1Y","1975",4613
"16076","4000","FED","P1Y","1976",5217
"16077","4000","FED","P1Y","1977",7327
"16078","4000","FED","P1Y","1978",5285
"16079","4000","FED","P1Y","1979",5411
"16080","4000","FED","P1Y","1980",6390
"16081","4000","FED","P1Y","1981",6787
"16082","4000","FED","P1Y","1982",7991
"16083","4000","FED","P1Y","1983",6053
"16084","4000","FED","P1Y","1984",6010
"16085","4000","FED","P1Y","1985",6422
"16086","4000","FED","P1Y","1986",6958
"16087","4000","FED","P1Y","1987",7493
"16088","4000","FED","P1Y","1988",7594
"16089","4000","FED","P1Y","1989",8745
